"Ano";"Órgão Superior";"Órgão";"Unidade Gestora";"Categoria";"Origem";"Espécie";"Detalhamento";"Orçamento Atualizado (Valor Previsto)";"Receita Realizada (Valor Arrecadado)";"% Previsto/Realizado";"Valor Lançado";
"2024";"68000 - Ministério de Portos e Aeroportos";"62201 - Agência Nacional de Aviação Civil";"113214 - AGENCIA NACIONAL DE AVIACAO CIVIL";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"106,66";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140112 - IPI-FUMO-MULTAS E JUROS";"76.310,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro";"153166 - UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"1 - Receitas Correntes";"14 - Receita Agropecuária";"141 - Receita da produção vegetal";"14110101 - RECEITA AGROPECUARIA-PRINCIPAL";"1.512,00";"0,00";"0,00%";"0,00";
"2024";"52000 - Ministério da Defesa";"52132 - Comando da Marinha - Fundo Naval";"673001 - DIRETORIA DE FINANCAS DA MARINHA-FUNDO NAVAL";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"1.500.000,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"711 - Impostos";"71140151 - IPI-OUTROS PRODUTOS-PRINCIPAL-INTRA";"45,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26249 - Universidade Federal Rural do Rio de Janeiro";"153166 - UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110102 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-MUL.JUR.";"0,00";"13,05";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130317 - IRRF-TRABALHO-MULTAS DA DIVIDA ATIVA";"556.157,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140151 - IPI-OUTROS PRODUTOS-PRINCIPAL";"163.979.864,00";"0,00";"0,00%";"0,00";
"2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24000 - Ministério da Ciência, Tecnologia e Inovação - Unidades com vínculo direto";"240102 - COORDENACAO-GERAL DE ORCAMENTO E FINANCAS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110901 - MULTAS E JUROS PREVISTOS EM CONTRATOS-PRINC.";"117.987,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410421 - P.ESP.PETRO.PLAT-COM.ANT.3/12/12-P.SAL-PRINC.";"7.938.384.361,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130313 - IRRF-TRABALHO-DIVIDA ATIVA";"3.987.625,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"16 - Receita de Serviços";"164 - Serviços e Atividades Financeiras";"16410202 - CONCESSAO AVAIS,GARANTIAS E SEGUROS-MUL.JUR.";"21.404.664,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26415 - Instituto Federal do Mato Grosso do Sul";"158132 - INST.FED.DE EDUC.,CIENC.E TEC.DO MAT.G.DO SUL";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26237 - Universidade Federal de Juiz de Fora";"153061 - UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999922 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-MUL.JUR.";"12.888,00";"0,00";"0,00%";"0,00";
"2024";"30000 - Ministério da Justiça e Segurança Pública";"30802 - Polícia Rodoviária Federal";"200278 - COORDENACAO DE ORCAMENTO E FINANCAS - PRF";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"259.092,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26290 - Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira";"153978 - INST.NACIONAL DE EST.E PESQUISAS EDUCACIONAIS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220111 - RESTITUICAO DE CONVENIOS-PRIMARIAS-PRINCIPAL";"0,00";"24.321,70";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26241 - Universidade Federal do Paraná";"153079 - UNIVERSIDADE FEDERAL DO PARANA";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2024";"44000 - Ministério do Meio Ambiente e Mudança do Clima";"44208 - Serviço Florestal Brasileiro";"440088 - SETORIAL PROG.ORCAMENTARIA E FINANCEIRA-SFB";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"12.000.000,00";"0,00";"0,00%";"0,00";
"2024";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos";"46000 - Ministério da Gestão e da Inovação em Serviços Públicos - Unidades com vínculo direto";"201082 - SETORIAL ORCAMENTARIA E FINANCEIRA/MGI";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110104 - MULTAS PREV.EM LEG.ESPECIFICA-DIV.AT-MUL.JUR.";"9.062.808,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26419 - Instituto Federal do Rio Grande do Sul";"158141 - INST.FED.DE EDUC.,CIENC.E TEC.DO RS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210301 - INDENIZACAO POR SINISTRO-PRINCIPAL";"0,00";"25.546,19";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130107 - IRPF-MULTAS DA DIVIDA ATIVA";"2.336.753,00";"0,00";"0,00%";"0,00";
"2024";"24000 - Ministério da Ciência, Tecnologia e Inovação";"24901 - Fundo Nacional de Desenvolvimento Científico e Tecnológico";"240901 - FUNDO NAC.DE DESENV. CIENT. E TECNOLOGICO";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13450323 - UTILIZ.REC.HIDRICOS-DEMAIS EMPRESAS-DIV.AT.";"0,00";"23.494,54";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"15 - Receita Industrial";"151 - Receita da indústria extrativa mineral";"15110211 - COM.PETRO,GAS NAT.E OUTROS-CONTR.PART.-PRINC.";"4.745.479.362,00";"0,00";"0,00%";"0,00";
"2024";"52000 - Ministério da Defesa";"52911 - Fundo Aeronáutico";"121002 - DIRETORIA DE ECON. E FIN. DA AER - F.AER";"7 - Receitas Correntes - intra-orçamentárias";"76 - Receita de Serviços";"761 - Serviços Administrativos e Comerciais Gerais";"76110101 - SERV.ADMIN.E COMERCIAIS GERAIS-PRINC.-INTRA";"7.758,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26274 - Fundação Universidade Federal de Uberlândia";"154043 - FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"200.984,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130321 - IRRF-CAPITAL-PRINCIPAL";"821.084.072,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140157 - IPI-OUTROS PRODUTOS-MULTAS DA DIVIDA ATIVA";"610.684,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26433 - Instituto Federal do Rio de Janeiro";"158157 - INST.FED.DE EDUC.,CIENC.E TEC.DO R.DE JANEIRO";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26405 - Instituto Federal do Ceará";"158133 - INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"14.747,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"2 - Receitas de Capital";"22 - Alienação de Bens";"222 - Alienação de bens imóveis";"22210101 - ALIENACAO DE BENS IMOVEIS EM GERAL-PRINC.";"1.620.000,00";"0,00";"0,00%";"0,00";
"2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"242160 - TELECOMUNICACOES BRASILEIRAS S/A";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19219901 - OUTRAS INDENIZACOES-PRINCIPAL";"0,00";"24.651,78";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11220201 - EMOLUMENTOS E CUSTAS JUDICIAIS-PRINCIPAL";"0,00";"12.577,71";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53901 - Fundo Constitucional de Financiamento do Norte";"537002 - FUNDO CONSTITUCIONAL FINANCIAMENTO NORTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11140111 - IPI-FUMO-PRINCIPAL";"21.152.273,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25203 - Comissão de Valores Mobiliários";"173030 - COMISSAO DE VALORES MOBILIARIOS";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110102 - MULTAS PREVISTAS EM LEGISL.ESPECIFICA-MUL.JUR";"6.985,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12120205 - CONTRIB.PIS/PASEP-OPTANTES SIMP.NAC-MULTAS";"60.083.394,00";"0,00";"0,00%";"0,00";
"2024";"20000 - Presidência da República";"20415 - Empresa Brasil de Comunicação";"115406 - EMPRESA BRASIL DE COMUNICACAO S.A";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"112 - Taxas";"11220201 - EMOLUMENTOS E CUSTAS JUDICIAIS-PRINCIPAL";"0,00";"31,79";"0,00%";"0,00";
"2024";"39000 - Ministério dos Transportes";"39252 - Departamento Nacional de Infraestrutura de Transportes";"393003 - DEPART.NAC.INFRA ESTRUTURA TRANSPORTES.";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19111404 - MULTAS PREVISTAS NO CTB - DIV.AT - MUL.JUR.";"0,00";"553,44";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"22203 - Companhia de Desenvolvimento dos Vales do São Francisco e do Parnaíba";"195006 - CIA DE DES.DOS VALES DO S.FRANC.E DO PARNAIBA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"61,30";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26416 - Instituto Federal do Pará";"158135 - INST.FED.DE EDUC.,CIENC.E TEC.DO PARA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19220631 - RESTIT.DESP.PRIMARIAS EX.ANTERIORES-PRINC.";"0,00";"200,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26438 - Instituto Federal de Santa Catarina";"158516 - INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210101 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-PRINC.";"0,00";"38.867,00";"0,00%";"0,00";
"2024";"42000 - Ministério da Cultura";"34902 - Fundo Nacional de Cultura";"540030 - FUNDO NACIONAL DA CULTURA - FNC";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110501 - SERVS.TECNICOS.APROV.LAUDOS.TELCOM/PRC";"0,00";"10,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26269 - Universidade Federal do Estado do Rio de Janeiro";"154034 - UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"1 - Receitas Correntes";"13 - Receita Patrimonial";"131 - Exploração do patrimônio imobiliário do Estado";"13110112 - ALUGUEIS E ARRENDAMENTOS-MULTAS E JUROS";"0,00";"230,98";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130317 - IRRF-TRABALHO-MULTAS DA DIVIDA ATIVA";"556.157,00";"0,00";"0,00%";"0,00";
"2024";"41000 - Ministério das Comunicações";"41231 - Agêncial Nacional de Telecomunicações";"413001 - AGENCIA NACIONAL DE TELECOMUNICACOES-SEDE";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"712 - Taxas";"71210222 - TX.FISC.FUNC-TFF-NAO POS.ORBIT.-MUL.JUR-INTRA";"0,00";"1.117,13";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26270 - Fundação Universidade do Amazonas";"154039 - FUNDACAO UNIVERSIDADE DO AMAZONAS";"2 - Receitas de Capital";"24 - Transferências de Capital";"244 - Transferências de Instituições Privadas";"24410101 - TRANSF.INST.PRIV.PARA ORGAOS ENT.UNIAO-PRINC.";"60.000,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26351 - Universidade Federal do Recôncavo da Bahia";"158092 - UNIVERSIDADE FEDERAL DO RECONCAVO DA BAHIA";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"199 - Demais receitas correntes";"19999921 - OUTRAS REC.N.ARREC.N.PROJ.RFB-PRIM.-PRINC.";"0,00";"400,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19210102 - INDENIZ.P/DANOS CAUSADOS AO PATR.PUB.-MUL.JUR";"0,00";"23,25";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26247 - Universidade Federal de Santa Maria";"153164 - UNIVERSIDADE FEDERAL DE SANTA MARIA";"1 - Receitas Correntes";"16 - Receita de Serviços";"169 - Outros serviços";"16999901 - OUTROS SERVICOS-PRINCIPAL";"4.298,00";"0,00";"0,00%";"0,00";
"2024";"41000 - Ministério das Comunicações";"24216 - Telecomunicações Brasileiras S.A.";"242160 - TELECOMUNICACOES BRASILEIRAS S/A";"7 - Receitas Correntes - intra-orçamentárias";"76 - Receita de Serviços";"769 - Outros serviços";"76999901 - OUTROS SERVICOS-PRINCIPAL-INTRA";"169.392,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130208 - IRPJ-LIQUIDA DE INCENTIVOS-JUROS DIV.ATIVA";"6.169.691,00";"0,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130313 - IRRF-TRABALHO-DIVIDA ATIVA";"3.987.625,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26423 - Instituto Federal de Sergipe";"158134 - INST.FED.DE EDUC.,CIENC.E TEC.DE SERGIPE";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110101 - SERV.ADMINISTRAT.E COMERCIAIS GERAIS-PRINC.";"0,00";"520,00";"0,00%";"0,00";
"2024";"39000 - Ministério dos Transportes";"39250 - Agência Nacional de Transportes Terrestres";"393001 - AGENCIA NACIONAL DE TRANSPORTES TERRESTRES";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"17.896,00";"0,00";"0,00%";"0,00";
"2024";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar - Unidades com vínculo direto";"490002 - SUBSEC. DE PLANEJ., ORC. E ADMINIST./MDA";"2 - Receitas de Capital";"21 - Operações de Crédito";"212 - Operações de crédito - mercado externo";"21220101 - OP.DE CREDITO CONTRATUAIS-MERC.EXTERNO-PRINC.";"22.000.000,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"13 - Receita Patrimonial";"134 - Exploração de recursos naturais";"13410311 - ROYAL.EXCED.PROD.PETRO.TERRA(QQ SIT.)-PRINC.";"129.807.522,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11120118 - ITR-MUNICIPIOS CONVENIADOS-DIV.AT.-JUROS";"22.229.409,00";"0,00";"0,00%";"0,00";
"2024";"33000 - Ministério da Previdência Social";"37202 - Instituto Nacional do Seguro Social";"510001 - COORD.GERAL DE ORCAMENTO, FINANCAS E CONTAB.";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19110902 - MULTAS E JUROS PREVISTOS EM CONTRATOS-MUL.JUR";"0,00";"9,02";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26275 - Fundação Universidade Federal do Acre";"154044 - FUNDACAO UNIVERSIDADE FEDERAL DO ACRE";"2 - Receitas de Capital";"22 - Alienação de Bens";"221 - Alienação de bens móveis";"22130101 - ALIENACAO DE BENS MOVEIS E SEMOVENTES-PRINC.";"0,00";"927.504,85";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130201 - IRPJ-LIQUIDA DE INCENTIVOS-PRINCIPAL";"6.039.454.642,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26236 - Universidade Federal Fluminense";"153056 - UNIVERSIDADE FEDERAL FLUMINENSE";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"192 - Indenizações, restituições e ressarcimentos";"19229901 - OUTRAS RESTITUICOES-PRINCIPAL";"36.222,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26280 - Fundação Universidade Federal de São Carlos";"154049 - FUNDACAO UNIVERSIDADE FEDERAL DE SAO CARLOS";"1 - Receitas Correntes";"16 - Receita de Serviços";"161 - Serviços Administrativos e Comerciais Gerais";"16110301 - SERV.DE REGIST.,CERTIF.E FISCALIZ.-PRINCIPAL";"0,00";"3.270,00";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53903 - Fundo Constitucional de Financiamento do Nordeste";"537001 - FUNDO CONSTITUCIONAL DE FINANCIAM.DO NORDESTE";"1 - Receitas Correntes";"11 - Impostos, Taxas e Contribuições de Melhoria";"111 - Impostos";"11130101 - IRPF-PRINCIPAL";"1.154.503.040,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"122 - Contribuições econômicas";"12211212 - CONTR.ATIV.IND.RURAIS-CIDE IND.RURAL-MUL.JUR.";"2.442.793,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26255 - Universidade Federal dos Vales do Jequitinhonha e Mucuri";"153036 - UNIVERSIDADE FED.VALES JEQUITINHONHA E MUCURI";"1 - Receitas Correntes";"18 - Receitas Correntes - a classificar";"180 - Receitas Correntes - a classificar";"18000000 - Receitas Correntes - a classificar";"0,00";"0,00";"0,00%";"0,00";
"2024";"25000 - Ministério da Fazenda";"25000 - Ministério da Fazenda - Unidades com vínculo direto";"170013 - SETORIAL ORCAMENTARIA E FINANCEIRA-MF";"1 - Receitas Correntes";"12 - Contribuições";"121 - Contribuições sociais";"12150117 - CONTRIB.SERVIDOR CIVIL ATIVO-DIV.AT.-MULTAS";"0,00";"260,61";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"17 - Transferências Correntes";"179 - DEMAIS TRANSFERENCIAS CORRENTES";"17910102 - TRANSF.PES.FISICAS PARA ORG.ENT.UNIAO-MUL.JUR";"0,00";"0,00";"0,00%";"0,00";
"2024";"26000 - Ministério da Educação";"26294 - Hospital de Clínicas de Porto Alegre";"155001 - HOSPITAL DE CLINICAS DE PORTO ALEGRE";"1 - Receitas Correntes";"17 - Transferências Correntes";"174 - Transferências de Instituições Privadas";"17410101 - TRANSF.REC.ORG.UNIAO CONV.INSTIT.PRIV.-PRINC.";"0,00";"0,00";"0,00%";"0,00";
"2024";"36000 - Ministério da Saúde";"36000 - Ministério da Saúde - Unidades com vínculo direto";"250088 - SPO-COORD.-GERAL DE FINAN. E CONTAB./MS";"7 - Receitas Correntes - intra-orçamentárias";"79 - Outras Receitas Correntes";"792 - Indenizações e restituições";"79220111 - RESTITUICAO CONVENIOS-PRIMARIAS-PRINC.-INTRA";"0,00";"31.556,83";"0,00%";"0,00";
"2024";"53000 - Ministério da Integração e do Desenvolvimento Regional";"53902 - Fundo Constitucional de Financiamento do Centro-Oeste";"537003 - FUNDO CONSTITUCIONL DO CENTRO OESTE";"7 - Receitas Correntes - intra-orçamentárias";"71 - Impostos, Taxas e Contribuições de Melhoria";"711 - Impostos";"71140151 - IPI-OUTROS PRODUTOS-PRINCIPAL-INTRA";"45,00";"0,00";"0,00%";"0,00";
"2024";"39000 - Ministério dos Transportes";"56901 - Fundo Nacional de Segurança e Educação de Trânsito";"200320 - FUNDO NACIONAL DE SEG. E EDUCACAO DE TRANSITO";"1 - Receitas Correntes";"19 - Outras Receitas Correntes";"191 - Multas administrativas, contratuais e judiciais";"19111404 - MULTAS PREVISTAS NO CTB - DIV.AT - MUL.JUR.";"0,00";"29,12";"0,00%";"0,00";
